Date,State,Population,DiabetesRate,ObesityRate,InactivityRate,HypertensionRate
2013/01/01,RhodeIsland,1053033,9.59,26.03,23.88,31.71
2012/01/01,RhodeIsland,1052901,9.52,25.84,23.71,31.48
2011/01/01,RhodeIsland,1052451,9.45,25.65,23.54,31.25
2010/01/01,RhodeIsland,1053337,9.38,25.47,23.37,31.03
2009/01/01,RhodeIsland,1050871,9.31,25.29,23.2,30.81
2008/01/01,RhodeIsland,1053135,9.52,25.84,23.71,31.48
2007/01/01,RhodeIsland,1046043,9.43,25.6,23.48,31.18
2006/01/01,RhodeIsland,1055257,9.49,25.76,23.64,31.38
2005/01/01,RhodeIsland,1055260,9.47,25.72,23.59,31.33
2004/01/01,RhodeIsland,1044128,9.36,25.42,23.32,30.97
2003/01/01,RhodeIsland,1042213,9.34,25.37,23.27,30.9
2002/01/01,RhodeIsland,1047879,9.4,25.53,23.42,31.1
2001/01/01,RhodeIsland,1049445,9.43,25.61,23.5,31.2
2000/01/01,RhodeIsland,1048813,9,26,23,31
1999/01/01,RhodeIsland,1041656,9.29,25.45,23.23,30.91
1998/01/01,RhodeIsland,1037947,9.25,25.36,23.13,30.79
1997/01/01,RhodeIsland,1048552,9.33,25.63,23.36,31.1
1996/01/01,RhodeIsland,1048246,9.32,25.64,23.34,31.09
1995/01/01,RhodeIsland,1044926,9.28,25.57,23.26,30.99
1994/01/01,RhodeIsland,1044087,9.26,25.57,23.23,30.96
1993/01/01,RhodeIsland,1044994,9.25,25.61,23.22,30.98
1992/01/01,RhodeIsland,1041420,9,25,23,31
1991/01/01,RhodeIsland,1041700,9.22,25.42,23.16,30.91
1990/01/01,RhodeIsland,1035756,9.16,25.27,23.02,30.73
1989/01/01,RhodeIsland,1040828,9.19,25.39,23.13,30.89
1988/01/01,RhodeIsland,1039354,9.17,25.34,23.09,30.85
1987/01/01,RhodeIsland,1035749,9.13,25.24,23,30.74
1986/01/01,RhodeIsland,1042987,9.19,25.4,23.16,30.96
1985/01/01,RhodeIsland,1039373,9.15,25.29,23.07,30.86
1984/01/01,RhodeIsland,1031701,9.1,25.15,22.92,30.62
1983/01/01,RhodeIsland,1036303,9.14,25.26,23.02,30.76
1982/01/01,RhodeIsland,1033267,9.11,25.18,22.95,30.67
1981/01/01,RhodeIsland,1030637,9.09,25.11,22.89,30.59
1980/01/01,RhodeIsland,1035406,9.13,25.23,22.99,30.73
1979/01/01,RhodeIsland,1039189,9.16,25.32,23.08,30.85
1978/01/01,RhodeIsland,1032020,9.1,25.14,22.92,30.63
1977/01/01,RhodeIsland,1023527,9.03,24.94,22.73,30.38
1976/01/01,RhodeIsland,1023301,9.02,24.93,22.73,30.37
1975/01/01,RhodeIsland,1033009,9.11,25.17,22.94,30.66
1974/01/01,RhodeIsland,1030497,9.09,25.11,22.89,30.59
1973/01/01,RhodeIsland,1024188,9.03,24.95,22.75,30.4
1972/01/01,RhodeIsland,1033611,9.11,25.18,22.96,30.68
1971/01/01,RhodeIsland,1028593,9.07,25.06,22.85,30.53
2016/01/01,SouthCarolina,4961119,13,32.3,26.9,37.8
2015/01/01,SouthCarolina,4894834,12.91,32.07,26.71,37.53
2014/01/01,SouthCarolina,4828430,12.82,31.84,26.52,37.26
2013/01/01,SouthCarolina,4767894,12.73,31.61,26.33,36.99
2012/01/01,SouthCarolina,4720760,12.64,31.38,26.14,36.72
2011/01/01,SouthCarolina,4672637,12.55,31.15,25.95,36.46
2010/01/01,SouthCarolina,4635943,12.46,30.93,25.76,36.2
2009/01/01,SouthCarolina,4768739,12.37,30.71,25.57,35.94
2008/01/01,SouthCarolina,4755130,12.64,31.38,26.14,36.72
2007/01/01,SouthCarolina,4704866,12.52,31.08,25.89,36.37
2006/01/01,SouthCarolina,4734037,12.6,31.28,26.06,36.61
2005/01/01,SouthCarolina,4727770,12.58,31.23,26.01,36.54
2004/01/01,SouthCarolina,4677390,12.43,30.87,25.71,36.12
2003/01/01,SouthCarolina,4674763,12.41,30.8,25.66,36.05
2002/01/01,SouthCarolina,4712832,12.49,31,25.82,36.28
2001/01/01,SouthCarolina,4713812,12.53,31.1,25.91,36.4
2000/01/01,SouthCarolina,4707437,13,31,26,36
1999/01/01,SouthCarolina,4673915,12.49,30.82,25.7,36.03
1998/01/01,SouthCarolina,4657399,12.45,30.7,25.61,35.89
1997/01/01,SouthCarolina,4706036,12.59,31.02,25.87,36.25
1996/01/01,SouthCarolina,4705921,12.6,31.01,25.87,36.23
1995/01/01,SouthCarolina,4691598,12.58,30.92,25.8,36.11
1994/01/01,SouthCarolina,4686691,12.59,30.89,25.78,36.08
1993/01/01,SouthCarolina,4690326,12.62,30.91,25.81,36.09
1992/01/01,SouthCarolina,4674288,13,31,26,36
1991/01/01,SouthCarolina,4675747,12.6,30.84,25.76,36
1990/01/01,SouthCarolina,4649283,12.54,30.67,25.62,35.79
1989/01/01,SouthCarolina,4672147,12.62,30.83,25.75,35.97
1988/01/01,SouthCarolina,4665461,12.62,30.79,25.72,35.92
1987/01/01,SouthCarolina,4649119,12.59,30.69,25.64,35.79
1986/01/01,SouthCarolina,4681590,12.69,30.91,25.83,36.04
1985/01/01,SouthCarolina,4665405,12.66,30.81,25.75,35.92
1984/01/01,SouthCarolina,4631011,12.52,30.56,25.53,35.65
1983/01/01,SouthCarolina,4651691,12.59,30.7,25.65,35.81
1982/01/01,SouthCarolina,4638055,12.55,30.61,25.58,35.71
1981/01/01,SouthCarolina,4626226,12.53,30.54,25.51,35.62
1980/01/01,SouthCarolina,4647619,12.59,30.68,25.63,35.78
1979/01/01,SouthCarolina,4664605,12.63,30.79,25.73,35.91
1978/01/01,SouthCarolina,4632434,12.54,30.58,25.55,35.66
1977/01/01,SouthCarolina,4594318,12.44,30.32,25.34,35.37
1976/01/01,SouthCarolina,4593302,12.44,30.32,25.33,35.36
1975/01/01,SouthCarolina,4636873,12.56,30.61,25.57,35.7
1974/01/01,SouthCarolina,4625597,12.53,30.53,25.51,35.61
1973/01/01,SouthCarolina,4597278,12.45,30.35,25.35,35.39
1972/01/01,SouthCarolina,4639574,12.56,30.63,25.59,35.72
1971/01/01,SouthCarolina,4617054,12.5,30.48,25.46,35.54
2016/01/01,SouthDakota,865454,7.9,29.6,18.9,29.9
2015/01/01,SouthDakota,857919,7.84,29.39,18.76,29.68
2014/01/01,SouthDakota,852561,7.78,29.18,18.62,29.47
2013/01/01,SouthDakota,844922,7.72,28.97,18.49,29.26
2012/01/01,SouthDakota,834441,7.66,28.76,18.36,29.05
2011/01/01,SouthDakota,824398,7.6,28.55,18.23,28.84
2010/01/01,SouthDakota,816325,7.55,28.34,18.1,28.63
2009/01/01,SouthDakota,839762,7.5,28.14,17.97,28.42
2008/01/01,SouthDakota,838534,7.66,28.76,18.36,29.05
2007/01/01,SouthDakota,830416,7.59,28.49,18.19,28.77
2006/01/01,SouthDakota,835517,7.64,28.67,18.3,28.96
2005/01/01,SouthDakota,833919,7.62,28.62,18.27,28.91
2004/01/01,SouthDakota,824783,7.54,28.29,18.06,28.57
2003/01/01,SouthDakota,824256,7.52,28.23,18.02,28.51
2002/01/01,SouthDakota,831123,7.57,28.41,18.14,28.7
2001/01/01,SouthDakota,831471,7.59,28.5,18.2,28.79
2000/01/01,SouthDakota,830378,8,28,18,29
1999/01/01,SouthDakota,824395,7.59,28.19,18.01,28.58
1998/01/01,SouthDakota,821409,7.57,28.07,17.94,28.47
1997/01/01,SouthDakota,829973,7.65,28.35,18.12,28.77
1996/01/01,SouthDakota,829972,7.66,28.33,18.11,28.77
1995/01/01,SouthDakota,827477,7.65,28.23,18.05,28.69
1994/01/01,SouthDakota,826626,7.66,28.2,18.03,28.68
1993/01/01,SouthDakota,827258,7.68,28.2,18.04,28.71
1992/01/01,SouthDakota,824415,8,28,18,29
1991/01/01,SouthDakota,824666,7.68,28.13,18,28.66
1990/01/01,SouthDakota,820002,7.64,27.96,17.89,28.5
1989/01/01,SouthDakota,824040,7.69,28.09,17.98,28.66
1988/01/01,SouthDakota,822864,7.7,28.05,17.95,28.63
1987/01/01,SouthDakota,819981,7.68,27.94,17.89,28.54
1986/01/01,SouthDakota,825706,7.75,28.13,18.02,28.75
1985/01/01,SouthDakota,822849,7.73,28.03,17.96,28.67
1984/01/01,SouthDakota,816783,7.64,27.84,17.82,28.42
1983/01/01,SouthDakota,820432,7.68,27.96,17.9,28.55
1982/01/01,SouthDakota,818028,7.66,27.88,17.85,28.47
1981/01/01,SouthDakota,815941,7.64,27.81,17.8,28.4
1980/01/01,SouthDakota,819714,7.68,27.93,17.89,28.53
1979/01/01,SouthDakota,822710,7.71,28.03,17.95,28.64
1978/01/01,SouthDakota,817035,7.65,27.84,17.83,28.44
1977/01/01,SouthDakota,810313,7.59,27.61,17.68,28.2
1976/01/01,SouthDakota,810134,7.59,27.61,17.68,28.2
1975/01/01,SouthDakota,817819,7.66,27.87,17.85,28.47
1974/01/01,SouthDakota,815830,7.64,27.8,17.8,28.4
1973/01/01,SouthDakota,810835,7.6,27.63,17.69,28.22
1972/01/01,SouthDakota,818295,7.67,27.88,17.86,28.48
1971/01/01,SouthDakota,814323,7.63,27.75,17.77,28.34
2016/01/01,Tennessee,6651194,12.7,34.8,28.4,38.5
2015/01/01,Tennessee,6595056,12.61,34.55,28.2,38.22
2014/01/01,Tennessee,6544663,12.52,34.3,28,37.94
2013/01/01,Tennessee,6494821,12.43,34.05,27.8,37.67
2012/01/01,Tennessee,6454306,12.34,33.8,27.6,37.4
2011/01/01,Tennessee,6397634,12.25,33.56,27.4,37.13
2010/01/01,Tennessee,6356671,12.16,33.32,27.2,36.86
2009/01/01,Tennessee,6479695,12.07,33.08,27,36.59
2008/01/01,Tennessee,6474045,12.34,33.81,27.6,37.4
2007/01/01,Tennessee,6415432,12.22,33.48,27.34,37.04
2006/01/01,Tennessee,6460836,12.3,33.7,27.51,37.28
2005/01/01,Tennessee,6454034,12.28,33.64,27.46,37.22
2004/01/01,Tennessee,6383864,12.14,33.25,27.15,36.79
2003/01/01,Tennessee,6377410,12.11,33.18,27.09,36.71
2002/01/01,Tennessee,6424749,12.19,33.4,27.26,36.95
2001/01/01,Tennessee,6429124,12.23,33.5,27.35,37.07
2000/01/01,Tennessee,6422063,12,33,27,37
1999/01/01,Tennessee,6376774,12.09,33.15,27.07,36.74
1998/01/01,Tennessee,6353952,12.04,33.01,26.96,36.6
1997/01/01,Tennessee,6419722,12.16,33.34,27.23,36.98
1996/01/01,Tennessee,6419104,12.15,33.32,27.22,36.97
1995/01/01,Tennessee,6399451,12.11,33.21,27.13,36.86
1994/01/01,Tennessee,6393280,12.09,33.17,27.1,36.83
1993/01/01,Tennessee,6398403,12.09,33.17,27.1,36.86
1992/01/01,Tennessee,6376479,12,33,27,37
1991/01/01,Tennessee,6378356,12.06,33.09,27.04,36.78
1990/01/01,Tennessee,6342167,11.99,32.9,26.88,36.58
1989/01/01,Tennessee,6373336,12.04,33.05,27.01,36.76
1988/01/01,Tennessee,6364260,12.02,33,26.97,36.72
1987/01/01,Tennessee,6342032,11.98,32.88,26.87,36.6
1986/01/01,Tennessee,6386329,12.06,33.11,27.06,36.86
1985/01/01,Tennessee,6364227,12.02,32.99,26.97,36.75
1984/01/01,Tennessee,6317290,11.94,32.76,26.77,36.45
1983/01/01,Tennessee,6345494,11.99,32.9,26.89,36.62
1982/01/01,Tennessee,6326900,11.95,32.8,26.81,36.51
1981/01/01,Tennessee,6310773,11.92,32.72,26.74,36.42
1980/01/01,Tennessee,6339961,11.98,32.87,26.86,36.59
1979/01/01,Tennessee,6363129,12.02,32.99,26.96,36.72
1978/01/01,Tennessee,6319239,11.94,32.76,26.78,36.47
1977/01/01,Tennessee,6267242,11.84,32.49,26.56,36.17
1976/01/01,Tennessee,6265857,11.84,32.49,26.55,36.16
1975/01/01,Tennessee,6325295,11.95,32.79,26.8,36.5
1974/01/01,Tennessee,6309914,11.92,32.71,26.74,36.41
1973/01/01,Tennessee,6271283,11.85,32.51,26.57,36.19
1972/01/01,Tennessee,6328980,11.96,32.81,26.82,36.52
1971/01/01,Tennessee,6298259,11.9,32.65,26.69,36.35
2016/01/01,Texas,27862596,11.2,33.7,25.2,29.5
2015/01/01,Texas,27429639,11.12,33.46,25.02,29.29
2014/01/01,Texas,26944751,11.04,33.22,24.84,29.08
2013/01/01,Texas,26473525,10.96,32.98,24.66,28.87
2012/01/01,Texas,26071655,10.88,32.74,24.48,28.66
2011/01/01,Texas,25646389,10.8,32.5,24.3,28.45
2010/01/01,Texas,25244310,10.72,32.27,24.13,28.25
2009/01/01,Texas,26445121,10.64,32.04,23.96,28.05
2008/01/01,Texas,26319566,10.88,32.74,24.48,28.66
2007/01/01,Texas,25993553,10.78,32.43,24.25,28.39
2006/01/01,Texas,26116226,10.85,32.64,24.41,28.57
2005/01/01,Texas,26057216,10.83,32.58,24.36,28.52
2004/01/01,Texas,25772024,10.7,32.2,24.08,28.19
2003/01/01,Texas,25771637,10.68,32.14,24.03,28.13
2002/01/01,Texas,26026197,10.75,32.34,24.19,28.31
2001/01/01,Texas,26015862,10.78,32.45,24.26,28.4
2000/01/01,Texas,25969867,11,32,24,28
1999/01/01,Texas,25779561,10.72,32.11,24.02,28.1
1998/01/01,Texas,25687750,10.69,31.98,23.92,27.99
1997/01/01,Texas,25958684,10.8,32.3,24.16,28.27
1996/01/01,Texas,25962152,10.81,32.28,24.15,28.25
1995/01/01,Texas,25885790,10.78,32.17,24.07,28.16
1994/01/01,Texas,25855397,10.78,32.14,24.05,28.12
1993/01/01,Texas,25873902,10.8,32.14,24.06,28.13
1992/01/01,Texas,25785204,11,32,24,28
1991/01/01,Texas,25793765,10.78,32.06,24,28.06
1990/01/01,Texas,25648456,10.73,31.88,23.86,27.9
1989/01/01,Texas,25774997,10.79,32.03,23.98,28.03
1988/01/01,Texas,25737995,10.78,31.98,23.94,27.99
1987/01/01,Texas,25647325,10.75,31.87,23.86,27.89
1986/01/01,Texas,25826343,10.84,32.09,24.03,28.08
1985/01/01,Texas,25737146,10.81,31.98,23.95,27.98
1984/01/01,Texas,25547543,10.7,31.75,23.77,27.78
1983/01/01,Texas,25661705,10.75,31.89,23.87,27.91
1982/01/01,Texas,25586480,10.72,31.79,23.8,27.82
1981/01/01,Texas,25521156,10.7,31.71,23.74,27.75
1980/01/01,Texas,25639120,10.75,31.86,23.85,27.88
1979/01/01,Texas,25732837,10.79,31.98,23.94,27.98
1978/01/01,Texas,25555387,10.71,31.76,23.77,27.79
1977/01/01,Texas,25345134,10.62,31.5,23.58,27.56
1976/01/01,Texas,25339533,10.62,31.49,23.57,27.55
1975/01/01,Texas,25579888,10.72,31.79,23.8,27.81
1974/01/01,Texas,25517671,10.7,31.71,23.74,27.75
1973/01/01,Texas,25361441,10.63,31.52,23.59,27.58
1972/01/01,Texas,25594780,10.73,31.81,23.81,27.83
1971/01/01,Texas,25470548,10.68,31.65,23.69,27.7
2016/01/01,Utah,3051217,7.2,25.4,15.7,23.6
2015/01/01,Utah,2990632,7.15,25.22,15.59,23.43
2014/01/01,Utah,2941836,7.1,25.04,15.48,23.26
2013/01/01,Utah,2902663,7.05,24.86,15.37,23.09
2012/01/01,Utah,2855782,7,24.68,15.26,22.92
2011/01/01,Utah,2816124,6.95,24.5,15.15,22.75
2010/01/01,Utah,2775326,6.9,24.32,15.04,22.59
2009/01/01,Utah,2896083,6.85,24.14,14.93,22.43
2008/01/01,Utah,2882347,7,24.68,15.26,22.92
2007/01/01,Utah,2848529,6.93,24.44,15.11,22.7
2006/01/01,Utah,2863539,6.98,24.6,15.21,22.85
2005/01/01,Utah,2857077,6.97,24.56,15.18,22.81
2004/01/01,Utah,2826214,6.89,24.27,15.01,22.54
2003/01/01,Utah,2825650,6.87,24.22,14.98,22.5
2002/01/01,Utah,2852491,6.92,24.38,15.07,22.64
2001/01/01,Utah,2851691,6.94,24.46,15.12,22.72
2000/01/01,Utah,2847025,7,24,15,23
1999/01/01,Utah,2826317,6.89,24.19,14.98,22.56
1998/01/01,Utah,2816208,6.87,24.09,14.92,22.48
1997/01/01,Utah,2845858,6.94,24.32,15.07,22.72
1996/01/01,Utah,2846121,6.94,24.31,15.06,22.73
1995/01/01,Utah,2837691,6.92,24.22,15.01,22.67
1994/01/01,Utah,2834444,6.92,24.19,15,22.66
1993/01/01,Utah,2836521,6.93,24.19,15.01,22.69
1992/01/01,Utah,2826800,7,24,15,23
1991/01/01,Utah,2827719,6.91,24.13,14.97,22.65
1990/01/01,Utah,2811773,6.88,23.98,14.89,22.53
1989/01/01,Utah,2825635,6.91,24.1,14.96,22.66
1988/01/01,Utah,2821583,6.91,24.06,14.94,22.64
1987/01/01,Utah,2811657,6.89,23.97,14.89,22.57
1986/01/01,Utah,2831285,6.94,24.13,14.99,22.74
1985/01/01,Utah,2821504,6.92,24.05,14.94,22.68
1984/01/01,Utah,2800714,6.86,23.88,14.83,22.47
1983/01/01,Utah,2813227,6.89,23.99,14.9,22.58
1982/01/01,Utah,2804981,6.87,23.92,14.85,22.52
1981/01/01,Utah,2797822,6.86,23.85,14.81,22.46
1980/01/01,Utah,2810755,6.89,23.96,14.88,22.57
1979/01/01,Utah,2821029,6.91,24.05,14.94,22.65
1978/01/01,Utah,2801575,6.87,23.89,14.83,22.49
1977/01/01,Utah,2778525,6.81,23.69,14.71,22.3
1976/01/01,Utah,2777911,6.81,23.68,14.71,22.3
1975/01/01,Utah,2804261,6.87,23.91,14.85,22.51
1974/01/01,Utah,2797440,6.86,23.85,14.81,22.46
1973/01/01,Utah,2780313,6.81,23.7,14.72,22.32
1972/01/01,Utah,2805893,6.88,23.92,14.86,22.52
1971/01/01,Utah,2792274,6.84,23.81,14.78,22.41
2016/01/01,Vermont,624594,8.4,27.1,19.5,29.4
2015/01/01,Vermont,626088,8.34,26.9,19.36,29.19
2014/01/01,Vermont,626984,8.28,26.71,19.22,28.98
2013/01/01,Vermont,627140,8.22,26.52,19.08,28.77
2012/01/01,Vermont,626444,8.16,26.33,18.94,28.56
2011/01/01,Vermont,626730,8.1,26.14,18.8,28.35
2010/01/01,Vermont,625982,8.04,25.95,18.66,28.15
2009/01/01,Vermont,624401,7.98,25.76,18.53,27.95
2008/01/01,Vermont,626190,8.16,26.33,18.94,28.56
2007/01/01,Vermont,622197,8.08,26.08,18.76,28.29
2006/01/01,Vermont,627710,8.13,26.25,18.88,28.47
2005/01/01,Vermont,627604,8.12,26.2,18.85,28.42
2004/01/01,Vermont,620949,8.02,25.9,18.63,28.09
2003/01/01,Vermont,619692,8.01,25.85,18.59,28.04
2002/01/01,Vermont,623108,8.06,26.01,18.71,28.21
2001/01/01,Vermont,624109,8.09,26.1,18.77,28.31
2000/01/01,Vermont,623749,8,26,19,28
1999/01/01,Vermont,619479,8,25.86,18.64,28.02
1998/01/01,Vermont,617253,7.97,25.76,18.58,27.91
1997/01/01,Vermont,623552,8.05,26.02,18.77,28.19
1996/01/01,Vermont,623366,8.05,26.02,18.78,28.18
1995/01/01,Vermont,621404,8.02,25.94,18.73,28.09
1994/01/01,Vermont,620912,8.01,25.92,18.72,28.06
1993/01/01,Vermont,621450,8.02,25.93,18.75,28.07
1992/01/01,Vermont,619320,8,26,19,28
1991/01/01,Vermont,619484,8,25.88,18.71,28
1990/01/01,Vermont,615950,7.95,25.73,18.62,27.84
1989/01/01,Vermont,618967,7.99,25.86,18.72,27.98
1988/01/01,Vermont,618092,7.98,25.83,18.7,27.94
1987/01/01,Vermont,615948,7.95,25.74,18.65,27.84
1986/01/01,Vermont,620252,8.01,25.93,18.79,28.03
1985/01/01,Vermont,618102,7.98,25.85,18.74,27.94
1984/01/01,Vermont,613540,7.92,25.64,18.57,27.73
1983/01/01,Vermont,616277,7.96,25.76,18.65,27.86
1982/01/01,Vermont,614472,7.93,25.68,18.6,27.77
1981/01/01,Vermont,612907,7.91,25.62,18.56,27.7
1980/01/01,Vermont,615744,7.95,25.74,18.65,27.83
1979/01/01,Vermont,617993,7.98,25.83,18.71,27.93
1978/01/01,Vermont,613730,7.92,25.65,18.58,27.74
1977/01/01,Vermont,608679,7.86,25.44,18.43,27.51
1976/01/01,Vermont,608545,7.86,25.44,18.42,27.5
1975/01/01,Vermont,614318,7.93,25.68,18.6,27.76
1974/01/01,Vermont,612824,7.91,25.62,18.56,27.7
1973/01/01,Vermont,609072,7.86,25.46,18.44,27.53
1972/01/01,Vermont,614676,7.94,25.69,18.61,27.78
1971/01/01,Vermont,611692,7.9,25.57,18.52,27.65
2016/01/01,Virginia,8411808,10.4,29,23.3,33.2
2015/01/01,Virginia,8367587,10.33,28.79,23.13,32.96
2014/01/01,Virginia,8317372,10.26,28.58,22.96,32.72
2013/01/01,Virginia,8262692,10.19,28.37,22.79,32.48
2012/01/01,Virginia,8192048,10.12,28.17,22.63,32.25
2011/01/01,Virginia,8110035,10.05,27.97,22.47,32.02
2010/01/01,Virginia,8025773,9.98,27.77,22.31,31.79
2009/01/01,Virginia,8216322,9.91,27.57,22.15,31.56
2008/01/01,Virginia,8212297,10.12,28.17,22.63,32.25
2007/01/01,Virginia,8137693,10.02,27.9,22.42,31.94
2006/01/01,Virginia,8193028,10.09,28.08,22.56,32.15
2005/01/01,Virginia,8180595,10.07,28.03,22.52,32.09
2004/01/01,Virginia,8090079,9.96,27.71,22.26,31.72
2003/01/01,Virginia,8081545,9.94,27.65,22.22,31.66
2002/01/01,Virginia,8145740,10,27.83,22.36,31.86
2001/01/01,Virginia,8151156,10.03,27.92,22.43,31.96
2000/01/01,Virginia,8141605,10,28,22,32
1999/01/01,Virginia,8083552,9.94,27.69,22.18,31.7
1998/01/01,Virginia,8054209,9.9,27.59,22.09,31.58
1997/01/01,Virginia,8137647,10.01,27.88,22.3,31.9
1996/01/01,Virginia,8137166,10,27.87,22.29,31.9
1995/01/01,Virginia,8112648,9.97,27.8,22.21,31.81
1994/01/01,Virginia,8104679,9.96,27.78,22.18,31.79
1993/01/01,Virginia,8111026,9.97,27.8,22.18,31.81
1992/01/01,Virginia,8083150,10,28,22,32
1991/01/01,Virginia,8085525,9.95,27.75,22.12,31.75
1990/01/01,Virginia,8039704,9.89,27.6,21.99,31.57
1989/01/01,Virginia,8079269,9.94,27.74,22.09,31.74
1988/01/01,Virginia,8067780,9.93,27.71,22.05,31.7
1987/01/01,Virginia,8039566,9.9,27.62,21.97,31.6
1986/01/01,Virginia,8095698,9.97,27.83,22.12,31.83
1985/01/01,Virginia,8067678,9.94,27.74,22.04,31.73
1984/01/01,Virginia,8008186,9.86,27.51,21.89,31.47
1983/01/01,Virginia,8043949,9.9,27.63,21.99,31.61
1982/01/01,Virginia,8020382,9.87,27.56,21.92,31.52
1981/01/01,Virginia,7999935,9.85,27.49,21.86,31.44
1980/01/01,Virginia,8036930,9.9,27.62,21.96,31.59
1979/01/01,Virginia,8066298,9.93,27.72,22.04,31.71
1978/01/01,Virginia,8010661,9.86,27.53,21.89,31.49
1977/01/01,Virginia,7944749,9.78,27.3,21.71,31.23
1976/01/01,Virginia,7942994,9.78,27.29,21.71,31.22
1975/01/01,Virginia,8018342,9.87,27.55,21.91,31.52
1974/01/01,Virginia,7998843,9.85,27.49,21.86,31.44
1973/01/01,Virginia,7949870,9.79,27.32,21.72,31.25
1972/01/01,Virginia,8023011,9.88,27.57,21.92,31.54
1971/01/01,Virginia,7984067,9.83,27.44,21.82,31.38
2016/01/01,Washington,7288000,9.4,28.6,17.6,29.7
2015/01/01,Washington,7160290,9.33,28.39,17.47,29.49
2014/01/01,Washington,7054196,9.26,28.19,17.34,29.28
2013/01/01,Washington,6968006,9.19,27.99,17.22,29.07
2012/01/01,Washington,6895226,9.12,27.79,17.1,28.86
2011/01/01,Washington,6822520,9.05,27.59,16.98,28.65
2010/01/01,Washington,6743226,8.98,27.39,16.86,28.44
2009/01/01,Washington,6969239,8.92,27.19,16.74,28.24
2008/01/01,Washington,6943977,9.12,27.79,17.1,28.86
2007/01/01,Washington,6868830,9.03,27.52,16.94,28.58
2006/01/01,Washington,6910706,9.09,27.7,17.05,28.77
2005/01/01,Washington,6900429,9.07,27.65,17.02,28.72
2004/01/01,Washington,6826184,8.97,27.33,16.82,28.39
2003/01/01,Washington,6821887,8.95,27.28,16.79,28.33
2002/01/01,Washington,6880581,9.01,27.45,16.9,28.51
2001/01/01,Washington,6881006,9.04,27.54,16.95,28.6
2000/01/01,Washington,6871320,9,28,17,29
1999/01/01,Washington,6822210,8.96,27.37,16.81,28.42
1998/01/01,Washington,6797998,8.92,27.28,16.75,28.32
1997/01/01,Washington,6869030,9.01,27.57,16.92,28.62
1996/01/01,Washington,6869010,9.01,27.58,16.92,28.63
1995/01/01,Washington,6848338,8.98,27.51,16.87,28.55
1994/01/01,Washington,6840996,8.98,27.51,16.86,28.55
1993/01/01,Washington,6846242,8.98,27.55,16.88,28.59
1992/01/01,Washington,6822817,9,27,17,28
1991/01/01,Washington,6824956,8.96,27.36,16.84,28.39
1990/01/01,Washington,6786353,8.91,27.2,16.75,28.23
1989/01/01,Washington,6819750,8.96,27.33,16.84,28.36
1988/01/01,Washington,6809997,8.94,27.28,16.82,28.31
1987/01/01,Washington,6786115,8.91,27.18,16.77,28.2
1986/01/01,Washington,6833507,8.98,27.35,16.89,28.38
1985/01/01,Washington,6809884,8.95,27.23,16.84,28.26
1984/01/01,Washington,6759686,8.88,27.07,16.7,28.09
1983/01/01,Washington,6789875,8.92,27.19,16.77,28.22
1982/01/01,Washington,6769973,8.89,27.11,16.73,28.13
1981/01/01,Washington,6752704,8.87,27.04,16.69,28.05
1980/01/01,Washington,6783928,8.91,27.16,16.76,28.18
1979/01/01,Washington,6808722,8.94,27.26,16.83,28.28
1978/01/01,Washington,6761764,8.88,27.07,16.71,28.09
1977/01/01,Washington,6706129,8.81,26.85,16.57,27.86
1976/01/01,Washington,6704646,8.81,26.85,16.57,27.85
1975/01/01,Washington,6768245,8.89,27.1,16.73,28.12
1974/01/01,Washington,6751785,8.87,27.03,16.69,28.05
1973/01/01,Washington,6710448,8.81,26.87,16.58,27.88
1972/01/01,Washington,6772187,8.89,27.12,16.74,28.13
1971/01/01,Washington,6739315,8.85,26.98,16.66,28
2016/01/01,WestVirginia,1831102,15,37.7,28.5,42.7
2015/01/01,WestVirginia,1841053,14.89,37.43,28.29,42.39
2014/01/01,WestVirginia,1848514,14.78,37.16,28.09,42.08
2013/01/01,WestVirginia,1853231,14.67,36.89,27.89,41.78
2012/01/01,WestVirginia,1856560,14.56,36.62,27.69,41.48
2011/01/01,WestVirginia,1854972,14.46,36.36,27.49,41.18
2010/01/01,WestVirginia,1854230,14.36,36.1,27.29,40.88
2009/01/01,WestVirginia,1842978,14.26,35.84,27.09,40.59
2008/01/01,WestVirginia,1850035,14.57,36.62,27.69,41.48
2007/01/01,WestVirginia,1839468,14.43,36.28,27.42,41.08
2006/01/01,WestVirginia,1856501,14.52,36.51,27.6,41.35
2005/01/01,WestVirginia,1856415,14.5,36.45,27.55,41.28
2004/01/01,WestVirginia,1836222,14.33,36.03,27.23,40.8
2003/01/01,WestVirginia,1832271,14.3,35.95,27.18,40.72
2002/01/01,WestVirginia,1841890,14.39,36.18,27.35,40.98
2001/01/01,WestVirginia,1845239,14.44,36.3,27.44,41.11
2000/01/01,WestVirginia,1844370,14,36,27,41
1999/01/01,WestVirginia,1831788,14.25,35.95,27.14,40.75
1998/01/01,WestVirginia,1825153,14.19,35.81,27.03,40.59
1997/01/01,WestVirginia,1843684,14.33,36.17,27.3,41.01
1996/01/01,WestVirginia,1843100,14.31,36.16,27.28,41
1995/01/01,WestVirginia,1837294,14.26,36.04,27.19,40.87
1994/01/01,WestVirginia,1835903,14.23,36.01,27.16,40.84
1993/01/01,WestVirginia,1837511,14.23,36.02,27.16,40.87
