ID,Location,Batch,New_Alerts,Temperature,Flow,Conductivity,Ozone,Combo_Change,Plant
29,Ctrl RM 8,Sugar Syrup,"8,22","16,29,22,25,10,25,19,11,12,19,3,13,1,7,13,28,28,13,27,7","4.927707715884317,1.2527109249751085,3.9769440195872447,4.29237230587285,5.0014607844944114,3.727208050892223,4.159860966075212,3.43002795295557,1.4392282970552333,7.224674429709558,5.33860617892351,3.3238832855992952,3.950728484867141,3.207803694740869,2.9657988177589143,4.601753351353109,5.4476483976608145,4.29998836117331,5.626121255566832,2.895981677302625","39,180,96,34,9,172,39,25,96,92,197,198,202,61,183,29,122,94,57,81","0.31513073921669277,0.8142706549493596,1.2568868518806995,1.2937689390499145,1.109158549271524,0.4347037428291515,0.28120433578733356,1.1713432678719984,0.46191582668107006,0.2489098285790533,0.7208686875645072,0.7552626117831096,1.2206008645007387,0.2947387119056657,1.2476613078732044,0.6009364892495797,0.5884024615166709,0.8572316852631048,1.2099398262565957,1.0192073629703373","1,-1,-1,0,0,0,1,1,0,0",Tokyo
30,Ctrl RM 42,Treated Water,"0,22","1,5,13,5,18,18,7,4,19,19,10,7,26,24,12,10,6,15,2,17","4.123849845584482,3.166851399706211,6.752271358096041,7.1448411294352265,4.445139804210048,5.350578577241395,4.009348415452987,7.012851163896267,0.0331521706841886,2.9308759193704463,3.6313180210907015,3.4040128599340096,7.9023975310474635,5.200327375091147,6.168249912143219,7.897211110934149,4.711080133456271,0.2365805800142698,5.519732890424784,1.4260387771413663","13,54,98,20,209,21,187,129,56,142,172,83,13,209,155,171,170,108,22,72","0.12305633337236942,0.7384607323678211,1.1504732352448628,0.15371692064218223,0.9450592885958031,0.029152735602110624,0.09903059073258191,0.013908858876675367,0.6221738420194015,0.09190145782195032,0.24861595127731562,1.2121297726873308,0.17581481246743352,0.21260055664461106,0.7270695032319054,0.1679427028633654,0.005849260906688869,1.1945978612871841,0.4726499027805403,0.4950785912806168","1,0,1,1,1,-1,1,0,0,-1",Tokyo
31,Ctrl RM 13,Phosphoric Acid,"0,22","16,11,14,10,22,5,29,25,7,0,1,4,2,8,8,12,6,4,31,27","1.0284281015326269,2.417074279454537,3.1815394234401175,3.3306262086308562,2.9385581070743503,1.8034476396464743,3.25043306912994,0.7291159781767056,4.47825426813215,0.7061935000587255,4.761673967004754,4.988360105871688,4.60680598306004,4.1298983774497176,5.770827375957743,7.508405860015191,5.1114225466852075,4.104460790026933,6.875594918562565,6.646139115795959","17,53,40,170,90,10,10,146,114,206,48,182,85,137,190,0,195,100,116,88","0.08726165681146085,0.9103905289666727,1.2258794619236142,0.4487703877966851,0.28002732710447165,0.07930848409887403,0.522608099412173,0.39801024668850005,0.4845962509745732,0.8120985297020525,1.285864038928412,0.19179177128244193,0.3871130854822695,0.6982772935181857,0.16712247289251536,1.1229534540325403,1.1654869554331526,0.9702261935453862,0.3992367574479431,0.7037517066346481","0,0,1,1,1,-1,0,-1,-1,0",Tokyo
32,Ctrl RM 44,Flavour,"5,23","1,22,14,18,8,4,9,1,5,25,15,6,10,0,12,3,12,2,20,25","3.093431664528325,3.464969253598247,0.01728175188880414,6.256515005491674,0.25895404886687173,4.7519286209507845,3.7119595602015036,7.912063346696087,1.8910299464850686,6.258630730814766,6.028081249636598,2.761257230176125,1.6906681857560761,4.792234857711009,2.2649264656798915,5.308626307954547,2.3707684632064776,2.728964079397265,3.7258870287402535,1.2390382844978012","4,202,127,19,28,134,78,155,133,102,37,120,48,4,202,51,80,171,159,155","1.0738340374082327,0.5361088175326586,1.1586676958482713,0.00603552795946598,1.2867908700136468,0.4037311468273401,0.9488636369584128,0.5700838840100915,0.18729934024158865,0.6501297682290897,1.2556564398808405,1.2345319524873049,0.5766598528716713,1.281612186296843,0.4257493575802073,1.1453762929420919,0.010808094334788621,0.4791807251283899,0.5938040719600395,0.7884124138159677","0,-1,-1,-1,1,-1,1,0,0,1",Tokyo
33,Ctrl RM 6,Batch Tank,"2,22","13,2,26,16,3,13,8,8,26,28,23,1,17,0,1,17,5,17,26,15","5.348022243315354,3.4299534454056992,2.109389167639893,6.183108761331533,4.71903195548337,4.596144507233985,6.846446084612981,0.36836141617503015,5.081946962964722,3.9700421269005166,1.740617553461343,3.2192631553369577,1.9236587374890224,5.044638105907943,7.921369077556301,6.125381204271689,4.9259874604363,3.329036242333241,1.259304393872153,6.762576177697629","119,193,208,91,179,140,63,33,23,17,25,78,188,164,55,53,60,75,49,169","0.6480857110582292,0.16145209486130627,0.6614544090116397,0.07411870444193483,1.0045748253585771,0.38271730495616796,0.8568724188255147,0.16059050338808448,1.0125880097970368,0.297960578952916,0.3302209683926776,0.959615125018172,0.19499464759137483,0.7029875078471378,0.3919861349044368,1.2531791258836165,0.4223101936513558,0.9294319628272206,0.8143998816842214,0.8034106180304662","0,1,1,-1,0,0,1,-1,-1,-1",Tokyo
34,Ctrl RM 39,Flavour,"2,22","31,7,27,26,8,3,24,19,17,16,12,6,30,0,11,15,17,26,9,7","5.658809212087654,5.718357232422568,3.864925716193393,0.05354888360248879,7.300761392300483,4.555024726013653,7.484302036054433,3.4019005836383442,5.3639645298710095,3.830183240633924,1.6983196875336581,1.7074514434230514,6.44583809069125,1.6173139802389778,2.1605998952756638,4.544669168130495,4.994834486586042,3.6647664695559072,5.591872913646512,6.4310921590146615","35,163,40,20,161,28,54,172,184,90,84,82,62,12,148,168,106,40,207,18","0.07213006552774459,0.5513583274325357,0.32656289550941436,0.6359779294813052,1.0679021993884816,0.9313742874888703,0.2451970759779215,0.9191031314432622,0.28141540745273236,0.9779161074431614,1.0336746031884105,0.29180762846954167,0.508951386762783,0.3848974675638601,0.6438959435094148,1.200616033282131,0.7324223222909495,1.1251562561839819,0.9843037480022758,1.0427914684871211","0,-1,-1,-1,-1,-1,-1,0,0,-1",Tokyo
35,Ctrl RM 21,Carbonator,"4,22","26,2,10,10,0,30,21,5,6,13,24,25,31,21,2,7,28,12,12,10","1.7601441013161094,3.1729735294263812,7.057724962187931,4.2721397473127585,1.6182112798839807,0.5246776753850282,3.5627036870922892,1.8435727503779344,0.3234664716618136,5.538859862685204,5.981692571155727,7.478224663697183,2.567906333913561,5.177033131255302,5.208398329948541,6.474529744335451,0.10863681290997193,0.5764371834672056,0.6611869644396938,1.3326290984847584","172,15,77,74,58,159,33,84,17,94,112,62,188,90,60,170,90,49,89,153","0.9285160254919902,1.2310978209134191,0.9255443084985018,0.5373978238087148,0.6416542766615748,0.3200213791802526,1.220422434131615,1.2492337689734996,0.556404314795509,0.0571000705473125,0.9457419484620914,0.9412782971281558,0.24268894675187766,0.824767485447228,0.44908988785464315,0.0870633282698691,0.05110781399998814,0.21447589190211147,0.12334130553063005,0.15115916130598636","0,1,-1,-1,1,0,0,-1,-1,0",Tokyo
36,Ctrl RM 30,Concentrate,"2,22","20,7,12,8,23,7,29,17,20,17,29,16,15,4,1,24,20,14,5,2","5.460575986823533,5.323772049625404,3.763253032870125,4.13586452518357,2.4265421908767895,4.934186025587842,7.593285515287426,6.071396881886758,2.0789535246253945,3.9862545370426963,0.25103604181902484,6.134842632489745,0.5989408149686642,2.4210296590812503,3.3488704363652504,7.425966592561454,1.0839944559638388,7.644070847991388,1.2349719648761674,2.6413650892372242","160,80,143,164,93,99,58,91,88,70,45,178,69,27,207,101,127,126,1,70","0.665709605650045,1.0015333037357779,0.31650126897729935,0.8901910792803392,1.0223860261030495,0.27594192265532913,0.1363201300613582,0.8188354025594891,0.8225728502031416,1.2741399064660073,0.9979975416557864,0.12649136451072993,0.193081521242857,0.5997395130805672,0.19354051311966033,0.8333528267918154,0.7544664533343166,0.5507557418197394,0.07814891340676695,0.3086839653085917","1,-1,0,1,0,1,-1,-1,-1,0",Tokyo
37,Ctrl RM 1,Flavour,"5,22","22,10,7,5,8,25,16,27,14,6,2,15,12,2,9,21,2,1,6,15","2.8825611953320913,2.0306995789986106,7.10551886448171,4.650937367966399,6.962025787872262,6.542504151663743,7.242389992603567,6.578056549646426,0.6388122919620947,6.35774285729276,2.2460631654271856,2.709359080120921,5.09016439172905,3.651328820581548,5.23612717289012,2.5400720742577687,6.9861102180299355,6.37554666245589,0.7042474505142309,5.627191464221105","55,27,68,102,114,136,110,142,173,201,10,181,147,183,161,22,1,209,48,160","0.036179298791103064,0.6398655471857637,0.33732790367212145,1.0856345565756784,1.1624476025113837,0.5492695605149492,1.2083322173682973,1.2455275248968973,1.2163311882643029,0.2047393946675584,0.8142358852084727,1.0279579466208817,0.8996123887365685,0.05679183623287827,0.5393634036649019,1.2515504329232499,0.17214957878459244,1.0682664315914736,0.8697274379199371,1.2469766914844513","1,-1,0,1,0,1,1,-1,1,1",Tokyo
38,Ctrl RM 31,Sugar Syrup,"9,22","21,1,11,8,14,26,8,17,17,24,25,21,21,7,7,4,27,7,4,9","1.482241631539073,1.497382685211487,6.739055109149777,6.817966434536502,1.577870024519507,0.732545414606575,1.895752483571414,2.208513596393168,2.2420298162009566,3.441973854780663,2.610571292443201,6.381842502981891,0.8992288065911271,5.625690205271821,3.4360195777285845,3.9048690776899457,2.452743696947582,7.056758030883502,7.758570985202677,2.1428132645576263","78,180,183,128,26,26,100,187,69,156,83,135,38,61,86,154,182,79,67,56","1.2586227658437565,1.0711430259980261,1.2158654847647996,0.706394264753908,0.26776485070586203,0.7249427799601108,1.0324634452583268,0.9158063632436096,0.45892175890039655,1.1715144200017675,1.2288350693881511,0.6626632650615648,1.2095375108765438,0.5427851523039863,0.06837846639100463,0.9044454928953201,0.34871741479728374,0.9679198706522584,0.6718857901403681,0.1621108100283891","1,0,1,0,-1,1,-1,0,-1,0",Tokyo
39,Ctrl RM 31,Sugar Syrup,"7,22","24,11,23,31,13,9,17,25,13,19,7,0,22,5,12,21,1,30,24,29","5.1412229640502485,6.198768958742731,0.07788425748003647,2.6753507581399756,0.7948356889327989,4.5618039010395295,0.5362189675983973,1.9450369368307292,1.277029496470932,4.34237923364155,5.7308029976626855,7.424367800920736,7.754427747060545,0.9162114437157288,1.6875010837661102,6.414892309731804,7.343263121049386,7.117946582788136,3.959806710139383,7.806313715761062","17,142,101,78,89,200,69,195,156,89,50,51,183,75,99,5,106,22,15,175","0.1748724393779412,0.8202972868457437,0.5109312627930195,1.2163012626115233,0.9236834280192853,1.229093837342225,0.9562109036603943,0.668813235964626,0.8889246250735596,1.0878291052533313,0.2402087203692645,0.24083121474832297,0.3960050254594535,0.35903288710396736,1.1141905921744184,0.8406176583375782,0.5736106982687489,0.659490376454778,0.5066622627433389,0.7590221378020943","0,-1,-1,1,-1,0,-1,0,1,0",Tokyo
40,Ctrl RM 41,Carbon filter,"5,22","10,12,17,14,21,22,9,19,18,13,20,7,11,17,8,29,15,4,8,25","1.4189922615629622,4.5720388062135315,3.961152500549797,0.019085822051856667,2.2340668192505837,4.870444719006773,7.281477091184351,6.248373254416511,5.995953951685224,7.87814430504106,4.6144260808289985,5.555038508076686,4.099558689577971,2.618760608099401,5.11365244709421,2.575331515124999,7.12087625067914,5.5723930764873515,2.849647230778355,1.2265493952529505","31,175,201,77,50,132,27,120,123,31,145,61,33,128,85,31,171,81,90,126","0.03300810125656426,1.2939903511665762,0.11876492532901466,1.0935676377033816,0.572286345041357,1.0688804796896876,0.4287521861260757,1.2586322094546631,0.6095925444737077,0.5277023496804759,0.663672502245754,0.5139858508016915,0.9612048370530829,0.46528466779273003,1.2969496180303395,0.4292150362627581,0.05394709736574441,1.2740794455632567,0.9644228089135141,0.0939665370155126","-1,1,1,-1,1,1,0,0,1,-1",Tokyo
41,Ctrl RM 34,Treated Water,"8,22","9,3,27,7,25,1,30,6,5,4,9,28,23,23,28,18,12,5,16,6","0.5517150552989916,5.185004285695031,1.4074359714752063,2.8887287911958994,7.480696202521212,3.0767029680940325,5.165369694358669,4.266441286150366,4.443309797509573,0.039196721471380445,3.1201896676397882,4.0396121558896265,4.934427695628256,1.5375735748861916,1.924646402024664,0.2034600868052803,0.4658938173996285,3.5857211548485792,2.2195147121255285,5.858345568836667","174,124,52,196,128,14,195,83,176,70,79,100,129,88,163,45,167,163,130,6","0.7416402520844713,0.1673311754828319,0.6807446348015219,0.4769462732598186,0.005103799211792648,0.2355892361374572,0.36350610584486276,0.35691621189471334,0.6292342227185145,0.05186626822687686,1.0869756252970546,0.7347088580951094,0.8943172189872712,0.3915279487613589,0.09445667737163603,1.118451591790654,1.0579228336689994,0.23711473252624274,0.224041953147389,0.09469795587938279","1,1,0,-1,-1,0,1,-1,1,0",Tokyo
42,Ctrl RM 22,Concentrate,"7,22","21,3,31,27,20,1,29,22,5,24,17,28,21,4,19,0,22,9,29,6","6.633410684713163,0.6761077286931686,3.314898950518109,3.3695251733693294,2.6029836665047332,6.546024403180927,7.651531494283118,7.593824170029257,1.6630202163686045,7.10934907082934,0.3461236537154764,3.386877699152101,6.254609682003502,1.9550481500662864,6.551217531596777,4.827364454043564,0.7035350477602333,1.6808738538390027,6.090226277865004,5.708887949946802","65,154,82,146,145,93,7,174,141,28,61,153,193,6,29,65,76,44,76,157","0.723968897596933,0.6681724385358393,0.6912477198755369,0.7258635961916298,1.2046518018702046,0.8785650093341246,0.7903523252112791,1.1753281499259174,1.2490230841329322,0.9976448485162109,1.2123292695730925,0.13167572196107358,0.04717670937534422,0.6397489730734378,1.1435392842162402,0.8315555786946789,0.857085543870926,0.6804486575070768,0.2660425812471658,0.6103597334353253","0,0,0,-1,-1,0,0,0,0,1",Tokyo
43,Ctrl RM 40,Sugar Syrup,"8,23","3,17,28,10,26,31,29,24,3,18,6,19,19,7,2,14,24,0,7,11","4.1086159062921075,0.6565483778715134,7.832398353007156,5.291241057338193,4.692322545708158,7.781481964702253,1.218154272744432,3.9486516085406764,5.297950422114227,2.7060944659030066,1.4851037010969594,4.151820179976057,0.321592689845711,6.636213726417627,5.337834666462149,7.908911037945654,5.4715530654019675,7.1893590342323295,2.902242569916416,3.161632848200388","102,9,22,116,92,130,54,74,203,159,185,63,147,73,67,45,168,149,189,113","1.2677569650113583,0.045123156532645224,0.4139916273532435,1.0815139195881784,0.7724672230659053,0.22359884530305862,1.1633555521257222,1.296308925934136,0.02299067294225097,0.46399513334035875,1.2010903822258114,0.03093468111474067,1.2434092881623655,0.8188939916901291,1.0470818522619083,0.6350902857491747,0.9743727653520182,1.266612746845931,0.6171604438917712,1.165344653534703","1,0,1,1,0,1,-1,-1,0,0",Tokyo
44,Ctrl RM 28,Treated Water,"8,22","7,30,22,3,24,15,8,15,11,21,22,26,15,17,30,16,25,18,17,19","4.014511395574082,7.8266702216514386,3.088248027449008,2.0822968079219573,4.147224099787418,5.1656618924648505,2.4118535830033943,3.466753920656629,3.3203220140957272,0.02666054669301957,1.667569730966352,1.8161567625007593,7.85976499411976,0.8228436184674501,5.436942270509899,1.5540762111986988,3.43694369756151,1.1982619177666494,1.9080849350523204,2.2660474535427055","52,41,41,129,170,163,142,166,131,113,73,1,174,38,110,114,105,104,16,173","0.7515918741701171,1.0047734938096256,0.2982146789785475,0.7591410380089656,0.41543047528248284,0.9842441473156214,1.0424359346972778,0.7284851147327572,0.7026998730143532,0.0929141461616382,0.7273551812395453,1.2671027337433771,0.6111250018933788,0.5324407665058971,0.4310959819937125,0.3892970219021663,0.8998731510480866,0.12985407332889737,0.00428829740267247,1.1731558442814276","-1,-1,-1,-1,1,1,1,1,0,1",Tokyo
45,Ctrl RM 19,Unfiltered Water,"7,22","0,25,28,23,22,18,11,20,3,0,7,9,5,18,27,22,11,20,25,3","4.296147804022767,7.92889668409247,0.9909247539308854,0.14503149166703225,6.291749592525885,0.5350718329823576,5.78904642988462,2.4069103081617507,7.301337439410855,4.448453471262474,7.2825508083961905,6.624992204066366,2.0943518210505134,4.912727324755397,5.152940333392471,1.0001648360700346,5.544497969588265,5.953570040522609,5.0236743665556425,2.0003218904347158","174,53,181,126,14,75,72,154,9,117,179,83,58,89,107,197,56,183,36,187","0.738988650799729,0.7428255426930264,0.3311650198418647,0.5772189745679498,0.5053359103156254,0.9793131689075381,0.493280468438752,1.2397901732008905,0.7797986039193348,1.2460260062012822,0.5412692717509344,0.8223449555924163,0.8509216418256983,0.10873178066685796,0.2772328167455271,0.48756344865541906,0.24388759250286968,0.368788020638749,0.42811591769568624,0.797063299571164","1,0,0,0,-1,1,0,1,1,-1",Tokyo
46,Ctrl RM 39,Concentrate,"3,22","24,5,23,15,28,18,3,19,6,8,25,15,5,17,15,28,20,13,28,10","4.626482680807822,1.0098182620084846,1.764449094007723,6.055911407293752,1.6594487819541246,3.373590088451747,3.103234730632976,2.6430002872785554,6.599653312033042,1.3216483234567569,2.664670163837727,0.8821390412608162,3.73420791530516,3.0651512339222244,2.847311815058347,2.065822279136628,2.782408506209031,0.6842273382772692,7.493310144124552,7.159400595973712","23,149,194,203,15,73,63,137,57,113,65,104,43,137,171,120,66,65,4,55","0.487730769161135,1.2037760183447972,0.9775926916161553,0.7873126977588981,0.8312780318781734,0.78948270061519,0.08202278460375965,0.4432562633883208,1.1682408982189372,1.1200699781998993,0.6969329909654335,0.8473119801608846,0.47142445291392504,0.33254960635676983,1.0574119848664851,0.22713219502475113,0.5573242653626949,0.14717374774627387,0.4106259495485574,1.2725061726756395","1,1,0,0,0,-1,-1,-1,1,0",Tokyo
47,Ctrl RM 43,Dosing Station,"9,22","15,12,3,2,26,24,8,22,18,28,26,11,25,22,9,25,10,13,25,6","2.4044119621720164,1.3136921873549,2.961642365786247,2.099288050872274,7.353336200981866,6.731974209335167,4.385104955700227,4.299743493248243,4.002359558534809,5.191065921632108,4.9928270317032,3.824628743811045,1.898872556751594,1.2892949207359925,4.111200535637327,1.441324206283316,0.8481286115408875,7.961872535806615,6.010647731239442,6.3858204742963425","125,20,120,184,116,169,155,193,49,57,26,98,93,143,1,5,199,94,187,154","0.9989837539847941,0.3921900630230084,0.38681781373452395,0.21133132777176797,0.7127956923795864,1.267606721399352,0.7362385036190972,0.2628504515858367,0.8752484803786501,1.2924988142447547,0.7605794031638652,0.47626016526483,1.116830983106047,0.37336109345778823,0.5871152492240072,1.1622355898143724,0.001372548332437873,0.5555823444155976,0.4865431854501367,1.2676055454881863","1,0,-1,1,1,-1,1,1,1,0",Tokyo
48,Ctrl RM 11,Mixing Tank,"4,22","28,21,17,0,8,1,29,2,13,9,20,4,22,2,31,1,22,1,20,31","7.734052781246137,6.681909049928654,5.830466616929043,7.717183216039557,7.598161682919599,4.158389805192128,7.457564235983883,2.359429791122675,0.25382039850112054,0.5050546980067157,4.227739520578179,6.7323145691840915,0.163451811412815,2.974120485656895,5.752383136257995,5.422673822636717,4.335091319628991,1.3088786082225852,7.533740426811855,5.2571611131588","156,0,5,30,114,79,137,7,63,102,148,188,18,165,39,199,86,60,54,110","0.6086104903602972,0.9994531450327486,1.2843611996388062,0.4641906057950109,0.7126199855236337,0.010252553340978922,0.5017415715148673,1.0929269347107038,1.2883318630047143,0.28347130939364434,0.7528299394296483,0.4739509036531672,1.1125139165902511,0.4054766875226051,0.38384892740286886,0.7188967662630603,1.0314313091337681,0.4790778273018077,0.10287808489520103,0.8342840576311573","-1,1,-1,0,1,1,0,-1,0,1",Tokyo
